id,text
975,"please open a door for me, because i really am in a difficult spot, thank you"
976,needs a more precise address information Seeking water to drink
979,Would love to hear the latest news from Haiti for 2010.
980,N. B. Food distribution via helicopter is the most helpful. There are a lot of smart students in the neighbourhood that are dying of hunger. Please hurry to come and help them.
981,"No Rental : Good morning in Jesus name. We were 6 people living in one apartment. I am the only one who survived, now I am sleeping in the streets. .. ..."
983,"Hi, I am living in Delmas 2, most of the people there lost evrything, we need help and food please."
984,"We are homeless, we live in But Gate. we can't stay in our house in Pax Vila. We need all kinds of help. Thank you in advance."
985,I live in Senmak in Latibonit I haven't been able to find a radio
986,"We have found nothing at Pont Morin, number 3. We are starving."
987,".. .. 42, inside. God bless you, may his grace be with digicel. .. Good Job."
988,"No Rental : Greetings all, I want to tell you that we have a lot of people suffering, starving, they need hygienic wipes, food, clothes, shoes, and more. .. all my resources are over. .."
989,"because it is only one station that we have, thanks in advance"
990,"SOS Emergency, there is an urgent situation in the Carrefour Feuille, Ridore Street."
991,"We are at Impasse Colon Turgeau. We need help, food and youth willing to work. Thank you"
992,"Hello. .. i need to go to canada, i only have my passport. How can you help me please. ? thank you"
993,"I would like to join my family in Atlanta Georgia goal all I have is my birth certificate and a bank account, how can I get help please."
994,Are you gonna let us die in GUM trees. please send us help
995,"I salute all those that are in charge at Digicel. In the name of God, I am a customer of Digicel who is a victim of the earthquake that happened on January 12. I have problem. My house is cracked. I would like to go to Jeremie. Notes No name or rental given."
996,"Pass the message on Karaib ( radio station ) for me. Im in jacmel, and tunned in on Karaib fm."
997,"We are a committee that works to help the victims of the earthquake. We are in Eat where we have a lot of people that are victims, order our biggest problem is the children that are suffering. Personal Note: Eats is a slum area by the ocean accross from the Bolosse and Martissant area."
998,"I am from Morne Lazarre, now I am in Morne Calvaire, I have nothing and I never had any help, not even water, and I lost a cousin. .."
1000,Since last night i cannot get through ( on cell phone ) I get a busy signal
1001,"We have a baby that died and another that has bad diarrhea. Please send water, medicine and food."
1002,"Greetings to all the people receiving those text messages, we have a staff in Delmas 2, Haiti, sending them for people, not far from the Salvation Army center. .. . ( mgs lost )"
1004,"( No rental ) We have no water and food, we have no tent, and the children are starting to be sick."
1005,You guys forgot about the people in Carrefour in Bertin.
1006,"Good morning? Please, I would like to know which money transfer company that is still opened in the capital because I didn't find any of the aids that are being given. Notes No name or rental given."
1007,"We cannot wait anymore. Americans, please come save us. We are waiting for you. Notes No name or rental given."
1008,"The authorities from Gressier hasn't done anything yet until this day. They only decided to have a meeting earlier at 2 pm, there are 6 People under the Rubbles. .. ( Mgs lost )"
1009,"I need to let my family know that I am starving, they need to send me money. What Money transfer company is openin my area.."
1010,"I live in Mariani, I no longer have a house. I'm sleeping in the streets. Please help me!"
1011,"Help for THE FOUNDATION REGARS SISE HAS LABOULE, we have about 200 people "
1012,"I need to call my family abroad to let them know that im alive. i dont have the means to do so, please help me"
1013,People from Les Irois and Jeremie need help please.
1014,"We need help at nazon in the street extend ( sylvio cator ) water, food, tent ( please ) ( message in english )"
1015,I congratulate MINUSTAH for all the support it gives to Haiti. The people will never forget it. We take the opportunity to tell them to take courage because he learned that they too are victims of this recent disaster
1016,"Sos in the Nazon, Bartholy road and seguineau. we are about 34 families whom are on the streets. we still havnt gotten water and food please let everyone know"
1017,"Thank you very much. I am from Mariani - 1 Street The Victory extended. . We are facing all spells of problems. Even water is scarce. We are maybe too far, this can be the reason why we are not being reached. .."
1018,"sos in Nazon, Bartholy and seguineau roads we are about 43 families in the streets without water and food. let everyone know"
1019,"Please, we need water, food and tents to sleep in. Please help us out"
1020,"Im at the Cayes, i would like to know if the local undp at port-au-prince has collapsed?? because i have family working there and never got any news from them"
1021,"I need to go find my family in the US. I don't have a house, cloths nor food."
